Txhash,From,To,Value,Fee,CurrentPrice,TxDateOpeningPrice,TxDateClosingPrice,Method
0x94f4115f21b1ad381c6ea9dbce635dced32e4b9164a1adad16d06543d49423a6,0xeebF48360C333407076F4a8191017Bd30a88af56,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.3915E+14,5.838E+12,2968.98,3063.19,3066.67,0x6fde4731
0xadd2b8da1d175d4fa4995f97e6706688bb32563806f5d8a64f8ddcfe98d21b16,0xcCE9A28b570946123f392Cf1DbfA6D2D5e636a1f,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.39041E+14,5.92055E+12,2968.98,3063.19,3066.67,0x6fde4731
0xa389c76d04e33b48df6fd2fb69b0396139121b31d02acc0014d3aa342519565b,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.39732E+14,5.91315E+12,2968.98,3063.19,3066.67,0x6fde4731
0xb95719f7a8394c8692a7f0a7fb3a7c62f7567829297db3f904769de4b818d9cb,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.39451E+14,5.94218E+12,2968.98,3063.19,3066.67,0x6fde4731
0x5abe17b3b7555302de22ae8826ac27900b8e7d4b0a1ab327a8bbc986113f3233,0xB20Ee3D368222fE083a7596F45F4638348e6CbF8,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.39561E+14,5.9869E+12,2968.98,3063.19,3066.67,0x6fde4731
0xaf95da6a52c6fa0a932e9a8509102ca8f62898cbbc995645152ccb87d7a7a3bc,0xa2D0362e9A9a1088Da1a8D858cc03660dBe4a26a,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.32992E+14,5.88795E+12,2968.98,3063.19,3066.67,0x6fde4731
0x64a2ea7a7874d70bc7dcc463df0f639b5c7600981fa5a65f53be487463f7c0ec,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.40454E+14,5.4502E+12,2968.98,3063.19,3066.67,0x6fde4731
0xed10140d18249178e2d0a8a096eb78da083f828d27606f216de71d54d90d6ef7,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.40471E+14,5.4502E+12,2968.98,3063.19,3066.67,0x6fde4731
0xb5927aa23f780545e35badb91d6a1d9e39c5574e956ae99d4711515e8cb76ffb,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.40617E+14,5.5491E+12,2968.98,3063.19,3066.67,0x6fde4731
0xdba33b7e8dfcaf8f093fae46adc1d0ce7263740807d46b63d3c0b1eb4e18cc70,0x3ad8F83Ac72149535b906C480D4Daebf31b25b3a,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.67622E+14,5.98563E+12,2968.98,3063.19,3066.67,0x6fde4731
0x2f8957b523fc5f232770d5fd4c8c2b1b22d631886acebcb72f362d91e09237bf,0xc5f137fAffDcBD8a8B866D04bde625C953193beE,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.66942E+14,6.27848E+12,2968.98,3063.19,3066.67,0x6fde4731
0x628c4260c502488ef7674339bdcdef2e5888606fedecbc3a45ca057cab979420,0xAFe55998f41d851D950874b0B5492D0709F7ED3D,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.64462E+14,6.24093E+12,2968.98,3063.19,3066.67,0x6fde4731
0xe424d976702eea0bd0077497ca4adf296e4878387a70cf6c56d2eff178023688,0xAFe55998f41d851D950874b0B5492D0709F7ED3D,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.64137E+14,6.19853E+12,2968.98,3063.19,3066.67,0x6fde4731
0xf62640a710857679537bd263942dca7ae6d7ff82b57e7b6b7799338881b8557d,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.34433E+14,6.02398E+12,2968.98,3063.19,3066.67,0x6fde4731
0x4dd9b4a218ab1731aca42c769de1798017ca7d9cf1c7a9b7441a471af6d53b72,0x5beb35bdDB47C99Bf45f62B01ae0294Be9D1Cdd6,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.85283E+14,6.1116E+12,2968.98,3063.19,3066.67,0x6fde4731
0xaf9a27fc576860b9deefc99dae555dbe359259b5ef6ee00bc7c5720b1105a27d,0xc5638D6E70B5807C809b75795D23108b2a94B762,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.17005E+14,6.10613E+12,2968.98,3063.19,3066.67,0x6fde4731
0xc03fdb8bad2f6e521d64f3f5f8ce3deb9817207811cc95750ed7e7bdd21fd6ca,0x1d05664440B4019ed20D81E141b18dE8c0aBFD02,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.3668E+14,5.90953E+12,2968.98,3063.19,3066.67,0x6fde4731
0x0d13d7357100e2fea1bab174f0f10e01fa55358dbc928ca421b23eb057303fac,0xf83d06a8c835160c9b24A038Ec7fD7A625d0BF59,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,1.63631E+15,5.88338E+12,2968.98,3063.19,3066.67,0x6fde4731
0x253b22c6552e9390bccde91c4d17ff26d75cc3cd33ce37c8d57da77c05c0f209,0xcCE9A28b570946123f392Cf1DbfA6D2D5e636a1f,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.36887E+14,5.88403E+12,2968.98,3137.09,3149.52,0x6fde4731
0xeeceab6aed2c839e4bb8db0cd7c6406e7cbf2d80f96b6f9666e6caf8b8f61d0f,0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.37449E+14,5.97485E+12,2968.98,3137.09,3149.52,0x6fde4731
0x605d81ec034eb88a9014f22e4c7ad01e8ebcee02027424a4b0739054ff9cc896,0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.26692E+14,5.48613E+12,2968.98,3137.09,3149.52,0x6fde4731
0x5d9cfae8e936ae63dbfaf62c2e6c25f3e46af2afb58b9c51843e6cb69b5a6c90,0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.26766E+14,5.48613E+12,2968.98,3137.09,3149.52,0x6fde4731
0x32ecdc34676bf8f70aed2d308aada7bce569b10751e51c9f27d02a132882f222,0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.26545E+14,6.0129E+12,2968.98,3137.09,3149.52,0x6fde4731
0x0a0154aaf996582c35a8dbcff739413a1f2adf9f134d35133dbf1b23e7ee1216,0xaB8bE8f2E9dB2A11461dC0Cf3394fE216f50d9B9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.27122E+14,6.12185E+12,2968.98,3137.09,3149.52,0x6fde4731
0x16d7f442faeb0bad2f2dee4f7abd09adb9a8c7c408c3ea2ad542ff86caaa86b1,0x97333ee197072D9eE035cA5ac193065dE5A1a2Ff,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.38758E+14,6.6602E+12,2968.98,3137.09,3149.52,0x6fde4731
0x69d878ce66b67925c2c35a2765a7c70892d80afc2e8d13ed1b852340301fac01,0x60e28C6fFd0F93EEFe4eAc4610DC1F8A402c9ae8,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.60885E+14,6.0256E+12,2968.98,3137.09,3149.52,0x6fde4731
0xab8a1e68b8b86ef70f1f97a6b27a78d548de08818a761f36d8a572e7e536d577,0xf83d06a8c835160c9b24A038Ec7fD7A625d0BF59,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.62159E+14,5.487E+12,2968.98,3137.09,3149.52,0x6fde4731
0x1a5d488adf0a4ac345e1ed3953f9443d1e24efd34dfa061702d2d8365945ed40,0xf83d06a8c835160c9b24A038Ec7fD7A625d0BF59,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,1.63567E+15,6.01418E+12,2968.98,3137.09,3149.52,0x6fde4731
0x2425c3be8c6c86d1f721eff2f84babe3dedb017d0a7c0b911f1670f868d0a743,0x33f6EE932cEa603Fafd6854827259bE172C91Da4,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.91966E+14,6.07428E+12,2968.98,3137.09,3149.52,0x6fde4731
0x54007e718de1f78aa43ccaa8584a71126e9248b63bdc4498723c89fa3a46311f,0xB04E6891e584F2884Ad2ee90b6545ba44F843c4A,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.36837E+14,6.0504E+12,2968.98,3137.09,3149.52,0x6fde4731
0xcf93de6554814d5a0b9f5ec89ab7edd0424678e18420f9207eb6b2d0d80f6c4b,0x8a6d7F7f95df0c607560fA497BD1886E9c092Ce2,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,1.61156E+15,5.98148E+12,2968.98,3137.09,3149.52,0x6fde4731
0x99488698530fd6ffb3c30feb21d1d67a564fc744db0249435256e4b733392149,0xc3C252D020ADd12F1fAe475dF2dD1f7f2ba6A19B,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.25832E+14,5.91218E+12,2968.98,3137.09,3149.52,0x6fde4731
0x6fcf30089bec5dfe4113d873f292a56f763947b92642e4e18b0c0d131257f97a,0xc3C252D020ADd12F1fAe475dF2dD1f7f2ba6A19B,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.25912E+14,5.91838E+12,2968.98,3137.09,3149.52,0x6fde4731
0xf968759fade4bbd96ece5762eaada5bc488796b6ddf1053772a2e50082566ecf,0x4B2A43Ec2cD5d45F0b837EFa2c933ddF0BF8106E,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.29469E+14,5.94538E+12,2968.98,3137.09,3149.52,0x6fde4731
0x74b9a524a80fee68964aecc2518d94c0d20667c97644c47b00a931660536f997,0x7b21067951501c8A6d01435D7C77fa890A91FFb5,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.31527E+14,6.03453E+12,2968.98,3117.52,3098.15,0x6fde4731
0x562fab94a2e663316ca8797d148b91aa50149ba849c0e4509299d35f5ea2b200,0xe5E475Fd2Fdcc98B1D81748E0abA2B1fAA1E351B,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.33979E+14,5.92253E+12,2968.98,3117.52,3098.15,0x6fde4731
0x38dbaea8e81c0fa32ad71d3f1c5064b4d7e5d520da884a071172d860db65c7be,0xecEE0Fd842Ba7f171d5fdC58Cc581B8Fb8585b50,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.3219E+14,5.487E+12,2968.98,3103.77,3108.11,0x6fde4731
0xd2cbfcedd19e0889842728fd7ed14864cf4c5aa7309fb132441102078ed1111a,0xecEE0Fd842Ba7f171d5fdC58Cc581B8Fb8585b50,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.32292E+14,6.0658E+12,2968.98,3103.77,3108.11,0x6fde4731
0xf114ba87e7c00b747e983fc081211b896486ff262d24807b688f224410842d2f,0x3E46291FAcF78282Fe9B50bfe1428DfDaE487Ef9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.53085E+14,7.7498E+12,2968.98,3103.77,3108.11,0x6fde4731
0x1c87861d6234700f07229497f74781b354c65b4e617d6f1c8ae8d35cd7d90add,0x44CdB4707367Bef74D8ed8eB4C9fBfA0820a4191,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.71593E+14,5.48613E+12,2968.98,3011.46,3018.91,0x6fde4731
0x83ff74e2dd5788a9d2263326e091fd0e267e4f92772a2dcf57fd9c4ad617e958,0x44CdB4707367Bef74D8ed8eB4C9fBfA0820a4191,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,1.84028E+15,6.77395E+12,2968.98,3011.46,3018.91,0x6fde4731
0x17f1f43e730c143c18710cdd3206181320bb46def339f8a2e0b4d268ebaf5672,0x222e3cb8D92Bc316e9dc8b45eb218702bF94F9c1,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.74932E+14,6.41085E+12,2968.98,3215.73,3210.17,0x6fde4731
0x1ff060cacd5919587770285e25c57451c1e496ea706e4792e1e570ee210a2bee,0x222e3cb8D92Bc316e9dc8b45eb218702bF94F9c1,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.77946E+14,6.43248E+12,2968.98,3215.73,3210.17,0x6fde4731
0x9e688320eb6356280e223a7ba307c1d3ddbc0c147a74e9cc649ccd34f1a8b9f8,0x222e3cb8D92Bc316e9dc8b45eb218702bF94F9c1,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.94314E+14,6.45375E+12,2968.98,3215.73,3210.17,0x6fde4731
0xb3391f4d0e6964466805f6283cf3a35bd951f43bfc5f092aeef077b22f1f237b,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.95374E+14,6.22838E+12,2968.98,3215.73,3210.17,0x6fde4731
0xf491087414f8d2b7c6ab2637a3e040306086420bf3f0500de6686ae5db1b6b30,0x8a6d7F7f95df0c607560fA497BD1886E9c092Ce2,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.29155E+14,6.15953E+12,2968.98,3215.73,3210.17,0x6fde4731
0xde751c14b148cd20304b0995ea3914330df3f8899324701500b05cd6e0b2146c,0xB04E6891e584F2884Ad2ee90b6545ba44F843c4A,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.28686E+14,6.34583E+12,2968.98,3262.43,3274.2,0x6fde4731
0xf6c968b1cde0d4a0b211ed82af168f67f153928a45e8c3acc15f3cbcfdc2ba88,0x17d4dAc6081d305209C693B702f9A8cF0E4dF151,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.25712E+14,6.10015E+12,2968.98,3262.43,3274.2,0x6fde4731
0x3ae9dedd73cab10f845e37f36cb9ae2501f9552d196c86400698de5ded7d601f,0xb3E762ab65f3fC63E3e06000FB720E9dda420e92,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.14641E+14,6.22523E+12,2968.98,3253.23,3255.87,0x6fde4731
0x82f1a89d74f286e8c1933694d4d706dc334f70f39601c6e81a867355c079f3ff,0x75A0C2d1Df51C07982De3Ff031E5232518676B19,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,7.24892E+14,6.17443E+12,2968.98,3130.07,3129.73,0x6fde4731
0xef806bc17129103fb02ba06fe4d4f8b17f986885c3f8c99b1b1f5709b749b329,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.28647E+14,6.01725E+12,2968.98,3130.07,3129.73,0x6fde4731
0xecb6545ce725c1616b3ca0d88a6b505cce472a8e0cd91f0e57b48d70032efa17,0xE5797A6591f41bea83a697A5cfaC682aAbDd51b3,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.3021E+14,6.15668E+12,2968.98,3130.07,3129.73,0x6fde4731
0xfaac6495ee6121a5eed9660f9db33d27197ed7c19b71a3a617c7c76210ecc148,0x73b4aBD99243f403180693063dF43Eb4B759d782,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.29519E+14,6.17125E+12,2968.98,3130.07,3129.73,0x6fde4731
0xa014fba04d193717910e54ccb20645e1a8f96810b840ef2b81636145ab67c3a8,0x1013DFBC339eAB92e33cc1e3dFf818B3EC93975B,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.33179E+14,5.75488E+12,2968.98,3130.07,3129.73,0x6fde4731
0x14a8f3790191535349de645e512d5f2c711e5ae5be13e511bf874125b9aae9c4,0xf8B82919e8Ec939C59223Ec7b505eA37Bbcea8f7,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.308E+14,6.00353E+12,2968.98,3155.47,3151.23,0x6fde4731
0x69fbb78ab1033ca223f9ab1b30e7974461b48928ce6c2b2a4418fbba87409269,0xf8B82919e8Ec939C59223Ec7b505eA37Bbcea8f7,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.33674E+14,6.00748E+12,2968.98,3155.47,3151.23,0x6fde4731
0x07c033415a6a01b10436fce4ab10c24584c5199ffd8da30f40379d1a08fd0eff,0xf8B82919e8Ec939C59223Ec7b505eA37Bbcea8f7,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.33459E+14,6.0806E+12,2968.98,3155.47,3151.23,0x6fde4731
0x775f8dcfb305468c5310a41ed5bdaa172fb77a9659ef1af3e26746a6bafc8a6f,0xf8B82919e8Ec939C59223Ec7b505eA37Bbcea8f7,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.3341E+14,6.99738E+12,2968.98,3155.47,3151.23,0x6fde4731
0x0521fe15224ed8ac695c7f070b4b8c9c840fe534e7f575b816598394e690e341,0x3c32b911Cdfd3e40b03655E0f108461CACC77534,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,6.53596E+14,6.39208E+12,2968.98,3139.1,3143.81,0x6fde4731
0xcbd4392bfad0fa1b1d877d651d7b379be53889f67e09ab697f48ed1e9b87335e,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.30026E+14,6.0382E+12,2968.98,3139.1,3143.81,0x6fde4731
0xac704f8ed19a11073722c1e9108084f24b1b84990ebf4ac2b585bf3716f80672,0xB04E6891e584F2884Ad2ee90b6545ba44F843c4A,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.2893E+14,6.59773E+12,2968.98,3219.78,3222.4,0x6fde4731
0xe4b56067d6332852e2480807fce31596d59d4b7da2acc2109750cc4bbd4ca356,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.52662E+14,6.72918E+12,2968.98,3219.78,3222.4,0x6fde4731
0xe526333eb55f004e2c81201aea70a3904e5618d80317ecf2139a7ac1c42e137d,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.24285E+14,6.8714E+12,2968.98,3219.78,3222.4,0x6fde4731
0xaf44c1c63f877664737a3994bef12c52860c9ae693e2e54963f9526922114716,0xB04E6891e584F2884Ad2ee90b6545ba44F843c4A,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.22379E+14,6.6747E+12,2968.98,3201.55,3215.26,0x6fde4731
0xc46f459886bb5e91a1caff93d6c0478c7d9475d434d1eb74268131affc94628a,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.22269E+14,6.5568E+12,2968.98,3201.55,3215.26,0x6fde4731
0x21a213776516b87c6bf18e3114fcfbb0d1c9029dc7774823b0f1cd8dbb8808ed,0x206c3aFf8698fd123938882bD77B3555D89FC58C,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.22249E+14,6.63713E+12,2968.98,3201.55,3215.26,0x6fde4731
0x52a56fbf980bf9901438f1b93d712c04eef9454c8eaf71dde9188a816a306430,0x4a3755eB99ae8b22AaFB8f16F0C51CF68Eb60b85,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.87967E+14,6.54355E+12,2968.98,3065.69,3053.51,0x6fde4731
0x6266a7306f530981ff1cbe35e1e6a98ff6bfce486802d0cc8a34c2299d801fbc,0x5ABca791C22E7f99237fCC04639E094Ffa0cCce9,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.49023E+14,6.17663E+12,2968.98,3065.69,3053.51,0x6fde4731
0x376dcf57ccd90443daf495d1f283dba2d50229b540daad4272d4faa0bb51e73c,0x96BAbe8595ed944B01499200B7Cfd230f8db3558,0x8F5fc20f5a3e69B7DCc5AC477dCC4484C64897dA,3.40422E+14,8.75413E+12,2968.98,2985.12,2984.71,0x6fde4731
0xffa70e0deaa79aa4118dd0d42aa0c0a668048cc872fcb6646d46b9976160639c,0x974fDBc4Ff3Ae73Ceeba5B4c85521F2638ee54e5,0x0000000000000000000000000000000000008006,0,1.18239E+15,2968.98,3085.42,3100.48,0x9c4d535b
